County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Henry County, Virginia",164900,178900,203000,219500,219500
"Highland County, Virginia",222500,216777.5,210000,225000,225000
"Isle of Wight County, Virginia",250000,261000,280000,300000,300000
"James City County, Virginia",255000,262000,284000,306870,306870
"King and Queen County, Virginia",164900,178900,203000,219500,219500
"King George County, Virginia",266250,276000,299900,330000,330000
"King William County, Virginia",225000,242000,268000,295000,295000
"Lancaster County, Virginia",255000,269900,296029.4063,300000,300000
"Lee County, Virginia",164900,178900,203000,219500,219500
"Loudoun County, Virginia",426482.5,445000,490000,550000,550000
"Louisa County, Virginia",208700,225000,248500,279500,279500
"Lunenburg County, Virginia",164900,178900,203000,219500,219500
"Madison County, Virginia",222000,225000,248250,270000,270000
"Mathews County, Virginia",235000,239900,256000,275000,275000
"Mecklenburg County, Virginia",164900,178900,203000,219500,219500
"Middlesex County, Virginia",209958,221475,242500,260000,260000
"Montgomery County, Virginia",230326,263200,269900,288000,288000
"Nelson County, Virginia",285500,300000,349000,355000,355000
"New Kent County, Virginia",253985,259950,281115,315000,315000
"Northampton County, Virginia",228000,230000,275000,283296.5,283296.5
"Northumberland County, Virginia",240000,250000,283000,330000,330000
"Nottoway County, Virginia",164900,178900,203000,219500,219500
"Orange County, Virginia",225667,238000,260500,290275,290275
"Page County, Virginia",165500,178900,203000,219500,219500
"Patrick County, Virginia",164900,178900,203000,219500,219500
"Pittsylvania County, Virginia",164900,178900,203000,219500,219500
"Powhatan County, Virginia",272822,289000,313000,348500,348500
"Prince Edward County, Virginia",175000,178900,203000,219500,219500
"Prince George County, Virginia",225000,242000,268000,295000,295000
"Prince William County, Virginia",355000,380000,420000,455100,455100
"Pulaski County, Virginia",164900,178900,203000,219500,219500
"Rappahannock County, Virginia",315000,340000,377500,410000,410000
"Richmond County, Virginia",164900,178900,203000,219500,219500
"Roanoke County, Virginia",190000,205000,232750,252000,252000
"Rockbridge County, Virginia",221195.6563,237000,250000,265000,265000
"Rockingham County, Virginia",225000,240000,268000,279995,279995
"Russell County, Virginia",164900,178900,203000,219500,219500
"Scott County, Virginia",164900,178900,203000,219500,219500
"Shenandoah County, Virginia",204900,215000,239900,259000,259000
"Smyth County, Virginia",164900,178900,203000,219500,219500
"Southampton County, Virginia",169750,178900,203000,219500,219500
"Spotsylvania County, Virginia",355000,380000,420000,455100,455100
"Stafford County, Virginia",355000,380000,420000,455100,455100
"Surry County, Virginia",197700,197900,210000,222000,222000
"Sussex County, Virginia",225000,242000,268000,295000,295000
"Tazewell County, Virginia",164900,178900,203000,219500,219500
"Warren County, Virginia",235000,245000,269037,300000,300000
"Washington County, Virginia",170000,188750,215000,222580,222580
"Westmoreland County, Virginia",186000,195800,239000,268408,268408
"Wise County, Virginia",164900,178900,203000,219500,219500
"Wythe County, Virginia",164900,178900,203000,219500,219500
"York County, Virginia",275000,284900,290000,325000,325000
"Adams County, Washington",164900,178900,203000,219500,219500
"Asotin County, Washington",215000,233000,263900,304900,304900
"Benton County, Washington",256000,280000,319900,365000,365000
"Chelan County, Washington",329500,347250,410000,430000,430000
"Clallam County, Washington",269975,318000,355000,410000,410000
"Clark County, Washington",375000,395500,445000,500000,500000
"Columbia County, Washington",173450,183250,203000,219500,219500
"Cowlitz County, Washington",252950,280000,325000,360000,360000
"Douglas County, Washington",315000,333250,392000,425000,425000
"Ferry County, Washington",180000,192000,216500,242500,242500
"Franklin County, Washington",260000,278000,318000,365000,365000
"Garfield County, Washington",164900,178900,203000,219500,219500
"Grant County, Washington",210500,238856.5,275000,328000,328000
"Grays Harbor County, Washington",208500,225000,272000,320000,320000
"Island County, Washington",350000,377300,458277,490000,490000
"Jefferson County, Washington",324000,353500,385000,435000,435000
"King County, Washington",475000,515000,585000,665000,665000
"Kitsap County, Washington",320000,355000,405000,465000,465000
"Kittitas County, Washington",290000,316250,349900,415000,415000
"Klickitat County, Washington",260000,270000,292750,320000,320000
"Lewis County, Washington",242000,266000,321000,365000,365000
"Lincoln County, Washington",164900,178900,203000,219500,219500
"Mason County, Washington",244975,280000,327000,369000,369000
"Okanogan County, Washington",197950,215000,254917,295000,295000
"Pacific County, Washington",180000,199000,227000,276200,276200
"Pend Oreille County, Washington",210000,229000,257000,285000,285000
"Pierce County, Washington",325000,359950,420000,485000,485000
"San Juan County, Washington",400000,425000,457500,520000,520000
"Skagit County, Washington",320000,348000,400000,468000,468000
"Skamania County, Washington",375000,395500,445000,500000,500000
"Snohomish County, Washington",452500,491000,561853,650000,650000
"Spokane County, Washington",225000,255000,300000,368815,368815
"Stevens County, Washington",235125,250000,290500,340000,340000
"Thurston County, Washington",296900,325000,380000,446393,446393
"Wahkiakum County, Washington",229500,249050,282000,310000,310000
"Walla Walla County, Washington",240000,263900,300000,340000,340000
"Whatcom County, Washington",380000,400000,453500,540000,540000
"Whitman County, Washington",255000,265000,287000,328750,328750
"Yakima County, Washington",230000,255000,287500,329750,329750
"Barbour County, West Virginia",135000,140000,152000,150000,150000
"Berkeley County, West Virginia",195000,206000,230000,260000,260000
"Boone County, West Virginia",135000,140000,152000,150000,150000
"Braxton County, West Virginia",135000,140000,152000,150000,150000
"Brooke County, West Virginia",135000,140000,152000,150000,150000
"Cabell County, West Virginia",135000,140000,152000,155000,155000
"Calhoun County, West Virginia",135000,140000,152000,150000,150000
"Clay County, West Virginia",135000,140000,154800,155000,155000
"Doddridge County, West Virginia",145000,150000,157750,156250,156250
"Fayette County, West Virginia",135000,140000,152000,150000,150000
"Gilmer County, West Virginia",135000,140000,152000,150000,150000
"Grant County, West Virginia",135000,140000,152000,150000,150000
"Greenbrier County, West Virginia",160000,157000,165000,169950,169950
"Hampshire County, West Virginia",236950,250000,286000,309000,309000
"Hancock County, West Virginia",135000,140000,152000,150000,150000
"Hardy County, West Virginia",157000,155500,171500,200000,200000
"Harrison County, West Virginia",160000,162000,170000,168000,168000
"Jackson County, West Virginia",135000,140000,152000,150000,150000
"Jefferson County, West Virginia",232774.5,244325,266500,300000,300000
"Kanawha County, West Virginia",135000,140000,154840,155000,155000
"Lewis County, West Virginia",135000,140000,152000,150000,150000
"Lincoln County, West Virginia",135000,140000,152000,150000,150000
"Logan County, West Virginia",135000,140000,152000,150000,150000
"McDowell County, West Virginia",135000,140000,152000,150000,150000
"Marion County, West Virginia",142000,148000,158000,165000,165000
"Marshall County, West Virginia",135000,140000,152000,155500,155500
"Mason County, West Virginia",135000,140000,152000,150000,150000
"Mercer County, West Virginia",135000,140000,152000,150000,150000
"Mineral County, West Virginia",139000,148601,152000,159500,159500
"Mingo County, West Virginia",135000,140000,152000,150000,150000
"Monongalia County, West Virginia",197000,207000,225000,235000,235000
"Monroe County, West Virginia",135000,140000,152000,150000,150000
"Morgan County, West Virginia",167750,172750,179900,198450,198450
"Nicholas County, West Virginia",135000,140000,152000,150000,150000
"Ohio County, West Virginia",140000,142250,154250,158500,158500
"Pendleton County, West Virginia",150450,153200,163329,169000,169000
"Pleasants County, West Virginia",135000,140000,152000,150000,150000
"Pocahontas County, West Virginia",135000,140000,152000,150000,150000
"Preston County, West Virginia",190000,193000,219475,235000,235000
"Putnam County, West Virginia",186500,191000,200750,215000,215000
"Raleigh County, West Virginia",135000,140000,152000,152225,152225
"Randolph County, West Virginia",135000,140000,152000,150000,150000
"Ritchie County, West Virginia",135000,140000,152000,150000,150000
"Roane County, West Virginia",145000,140000,152000,150000,150000
"Summers County, West Virginia",135000,140000,152000,150000,150000
"Taylor County, West Virginia",143500,148250,152000,154550,154550
"Tucker County, West Virginia",140000,140236,152000,163500,163500
"Tyler County, West Virginia",135000,140000,152000,150000,150000
"Upshur County, West Virginia",135000,140000,152000,150000,150000
"Wayne County, West Virginia",135000,140000,152000,150000,150000
"Webster County, West Virginia",135000,140000,152000,150000,150000
"Wetzel County, West Virginia",135000,140000,152000,150000,150000
"Wirt County, West Virginia",135000,140000,152000,150000,150000
"Wood County, West Virginia",135000,140000,152000,150000,150000
"Wyoming County, West Virginia",135000,140000,152000,150000,150000
"Adams County, Wisconsin",163950,178900,203000,219500,219500
"Ashland County, Wisconsin",163950,178900,203000,219500,219500
"Barron County, Wisconsin",167000,178900,204900,219500,219500
"Bayfield County, Wisconsin",174500,180909.0938,203000,219500,219500
"Brown County, Wisconsin",180750,199300,222068,250000,250000
"Buffalo County, Wisconsin",163950,178900,203000,219500,219500
"Burnett County, Wisconsin",189850,200000,248038.4688,265000,265000
"Calumet County, Wisconsin",192000,210000,255000,270000,270000
"Chippewa County, Wisconsin",185500,201553,225000,250000,250000
"Clark County, Wisconsin",163950,178900,203000,219500,219500
"Columbia County, Wisconsin",199500,216900,238150,242500,242500
"Crawford County, Wisconsin",163950,178900,203000,219500,219500
"Dane County, Wisconsin",282000,305000,337000,365000,365000
"Dodge County, Wisconsin",163950,178900,203000,219500,219500
"Door County, Wisconsin",193250,210000,276450,308750,308750
"Douglas County, Wisconsin",165000,183275,203000,219500,219500
"Dunn County, Wisconsin",168000,181000,203000,229900,229900
"Eau Claire County, Wisconsin",190000,200000,226000,257500,257500
"Florence County, Wisconsin",163950,178900,203000,219500,219500
"Fond du Lac County, Wisconsin",163950,178900,203000,219500,219500
"Forest County, Wisconsin",165000,178900,203000,219500,219500
"Grant County, Wisconsin",163950,178900,203000,219500,219500
"Green County, Wisconsin",180000,180000,203000,238500,238500
"Green Lake County, Wisconsin",163950,178900,203000,219500,219500
"Iowa County, Wisconsin",168500,178900,203000,219500,219500
"Iron County, Wisconsin",163950,178900,203000,219500,219500
"Jackson County, Wisconsin",163950,178900,203000,219500,219500
"Jefferson County, Wisconsin",209900,220300,250000,267250,267250
"Juneau County, Wisconsin",163950,178900,203000,219500,219500
"Kenosha County, Wisconsin",184900,205000,223600,233000,233000
"Kewaunee County, Wisconsin",179900,197292.5,220000,250000,250000
"La Crosse County, Wisconsin",186500,200000,225000,250000,250000
"Lafayette County, Wisconsin",163950,178900,203000,219500,219500
"Langlade County, Wisconsin",163950,178900,203000,219500,219500
"Lincoln County, Wisconsin",163950,178900,203000,219500,219500
"Manitowoc County, Wisconsin",163950,178900,203000,219500,219500
"Marathon County, Wisconsin",163950,178900,203000,219500,219500
"Marinette County, Wisconsin",163950,178900,203000,219500,219500
"Marquette County, Wisconsin",163950,178900,203000,219500,219500
"Menominee County, Wisconsin",263500,267750,299000,314900,314900
"Milwaukee County, Wisconsin",220000,237000,260000,272500,272500
"Monroe County, Wisconsin",163950,178900,203000,219500,219500
"Oconto County, Wisconsin",184000,190000,210000,225000,225000
"Oneida County, Wisconsin",188250,213000,270000,270000,270000
"Outagamie County, Wisconsin",179900,197000,225000,248000,248000
"Ozaukee County, Wisconsin",280000,297000,335000,361500,361500
"Pepin County, Wisconsin",163950,178900,203000,219500,219500
"Pierce County, Wisconsin",269500,287000,321000,350000,350000
"Polk County, Wisconsin",192905,215213.0469,240000,265000,265000
"Portage County, Wisconsin",175750,178900,205000,219500,219500
"Price County, Wisconsin",163950,178900,203000,219500,219500
"Racine County, Wisconsin",178000,193000,218000,229900,229900
"Richland County, Wisconsin",163950,178900,203000,219500,219500
"Rock County, Wisconsin",163950,178900,203000,219500,219500
"Rusk County, Wisconsin",163950,178900,203000,219500,219500
"St. Croix County, Wisconsin",269500,287000,321000,350000,350000
"Sauk County, Wisconsin",186750,224000,250000,255000,255000
"Sawyer County, Wisconsin",220000,233500,294000,299000,299000
"Shawano County, Wisconsin",163950,178900,203000,219500,219500
"Sheboygan County, Wisconsin",163950,178900,203000,219500,219500
